GRUPO,LAB,DESCLAB,MEDICAMENTO,DESCRIÇÃO,CODBARRAS,ESTOQUE,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2012-01-01,2012-02-01,2012-03-01,2012-04-01,2012-05-01,2012-06-01,2012-07-01,2012-08-01,2012-09-01,2012-10-01,2012-11-01,2012-12-01,2011-01-01,2011-02-01,2011-03-01,2011-04-01,2011-05-01,2011-06-01,2011-07-01,2011-08-01,2011-09-01,2011-10-01,2011-11-01,2011-12-01
TARJADO,136,SIGMA PHARMA                  ,232120,LIPISTAT 10MG 30CPR  - LIPISTAT 10MG 30CPR ,7894916507332,2,1,1,1,0,0,0,2,0,1,0,0,1,4,2,2,1,1,2,1,1,1,0,1,1,7,3,5,5,2,1,5,3,2,3,1,5,4,3,4,5,4,3,5,5,1,5,4,5,1,2,2,2,2,2,2,5,4,1,6,4
TARJADO,136,SIGMA PHARMA                  ,232122,LIPISTAT 20MG 30CPR      - LIPISTAT 20MG 30CPR     ,7894916507349,1,2,1,1,1,0,0,0,0,2,0,0,1,1,1,1,1,0,1,1,1,1,1,0,2,2,4,5,3,4,2,2,1,0,1,1,0,0,0,1,0,2,2,3,4,3,0,3,1,2,2,3,4,2,1,0,0,2,1,3,1
TARJADO,148,PFIZER                        ,208208,LIPITOR - 10MG CX 30 COMP REV,7891268117110,11,6,8,5,8,0,4,6,3,4,4,1,2,6,8,6,2,6,7,4,5,7,7,6,5,6,2,3,3,0,3,2,7,7,5,9,7,4,2,3,1,1,4,3,4,3,3,5,3,6,7,7,3,5,5,5,5,4,4,5,4
TARJADO,148,PFIZER                        ,208207,LIPITOR - 20MG CX 30 COMP REV,7891268117127,11,5,5,2,6,1,9,4,6,3,11,5,4,4,5,5,5,6,5,13,3,13,4,5,3,0,0,0,1,0,0,1,2,3,2,3,7,2,3,3,1,1,2,0,2,1,0,1,0,7,7,3,8,4,1,4,1,2,1,0,3
TARJADO,148,PFIZER                        ,216432,LIPITOR - 40MG CX 30 COMP REV,7891268117165,4,0,0,0,1,0,0,1,0,2,2,1,1,2,1,4,0,1,1,1,1,1,0,0,0,0,0,2,0,0,0,1,1,1,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,0,2,2,1,1,2,1,1,1
TARJADO,148,PFIZER                        ,216433,LIPITOR - 80MG CX 30 COMP REV,7891268117172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
TARJADO,924,BIOLAB,237228,LIPLESS - 100 MG C/ 60 CPR,7896112416135,3,0,2,2,3,0,2,2,1,1,1,2,0,11,11,10,4,14,5,11,4,6,1,1,2,6,8,7,5,7,6,14,8,10,10,11,10,0,0,0,0,0,0,0,7,5,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,163,BIOLAB SANUS                  ,215687,LIPLESS - 100MG CX 30 COMP,7896241248430,3,3,3,0,0,0,1,0,0,5,1,1,1,3,1,4,0,2,1,1,1,5,2,0,1,5,4,4,4,5,2,1,2,1,1,2,1,17,19,16,16,15,15,18,11,7,4,3,3,19,14,26,13,18,22,15,26,15,19,22,14
TARJADO,323,BAUSCH & LOMB                 ,222293,"LIPOSIC - 2+48,5MG GEL OFT BG 10G",7896046302047,1,1,2,1,1,0,2,3,1,1,2,1,2,1,1,1,0,0,2,0,1,1,0,1,2,2,2,1,1,0,1,0,0,0,0,0,0,1,1,2,3,1,3,3,4,1,5,1,2,3,4,3,1,3,0,1,0,2,0,1,2
SEM TARJA,71,FARMASA                       ,217083,LISADOR - 500+5+10MG CX 16 COMP,7897322702209,22,34,13,13,20,4,19,28,11,21,13,19,15,36,27,25,8,29,28,34,24,31,30,25,17,26,27,31,35,42,40,36,32,26,31,20,17,20,25,31,29,38,22,32,22,18,22,29,28,26,23,37,22,33,33,36,24,27,30,23,17
SEM TARJA,71,FARMASA                       ,35041,"LISADOR - 500+5+10MG/1,5ML SOL OR FR GTS 15ML",7897322704494,8,7,29,4,4,5,7,4,1,5,4,1,2,1,4,2,2,6,15,20,2,10,9,6,11,5,3,4,2,7,4,2,3,4,3,3,2,1,5,5,1,2,4,4,2,5,4,5,1,0,2,7,4,5,4,5,9,6,2,6,7
SEM TARJA,71,FARMASA                       ,236095,"LISADOR - 500+5+10MG/1,5ML SOL ORAL FR 20ML",7897322702025,31,18,2,24,26,5,28,32,27,29,30,18,20,20,26,18,5,27,20,22,22,21,20,21,9,23,26,21,25,27,27,31,32,36,33,21,21,41,27,35,19,24,20,18,26,31,28,28,23,44,43,54,43,36,42,46,30,30,28,26,24
SEM TARJA,71,FARMASA                       ,213660,LISADOR CART C/8CPR (FRAÇÃO) - LISADOR CART C/8CPR,7897322701752,34,12,19,37,18,7,23,23,26,23,26,14,15,21,20,17,2,21,28,26,18,23,18,11,16,36,22,26,26,23,24,19,29,20,22,19,18,24,36,59,40,36,19,23,25,38,14,29,30,33,29,26,29,22,50,44,0,1,26,25,21
GENERICOS,314,MEDLEY                        ,216750,LISINOPRIL - 10MG CX 30 COMP,7896422506755,1,2,0,1,1,0,3,1,0,1,3,0,1,2,3,2,1,3,3,2,2,1,3,0,0,2,2,0,2,3,3,3,2,4,3,2,4,2,1,4,1,1,4,1,1,4,1,2,5,2,3,7,4,3,6,1,5,5,3,5,1
GENERICOS,314,MEDLEY                        ,216752,LISINOPRIL - 20MG CX 30 COMP,7896422506779,3,3,1,3,3,1,3,3,3,4,3,4,1,5,2,1,1,5,2,2,2,4,1,1,0,2,2,5,3,2,2,4,3,5,4,3,1,9,2,4,4,4,4,2,2,2,2,2,2,3,5,4,9,6,3,8,3,7,7,3,4
GENERICOS,314,MEDLEY                        ,216748,LISINOPRIL - 5MG CX 30 COMP,7896422506731,2,0,1,2,1,1,0,2,2,1,2,1,1,0,2,0,0,0,0,0,0,1,1,0,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,12,APSEN                         ,206397,LITOCIT - 10MEQ CX 60 COMP,7896637022415,1,0,1,1,0,0,1,3,0,2,0,1,0,3,3,1,3,0,0,2,1,3,1,1,0,5,4,6,3,0,1,3,0,1,1,1,1,0,4,1,1,0,2,0,2,0,3,4,3,2,5,6,2,3,2,4,0,4,4,1,3
TARJADO,4,ACHE                          ,240718,LIVEPAX - 500MG CX 7 COMP REV,7896658022098,4,5,4,11,7,1,8,11,6,4,5,3,5,0,0,1,0,5,6,3,7,5,10,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,108,SCHERING-PLOUGH               ,212586,"LIVIAL  - 2,5MG CX 84 COMP",7897572001596,3,2,1,6,2,0,2,0,2,3,0,1,2,1,3,4,0,4,2,0,3,1,2,0,2,0,0,2,0,1,0,0,1,1,0,1,1,0,1,1,0,2,0,0,1,0,2,0,1,2,1,1,1,0,0,1,0,2,0,0,1
TARJADO,108,SCHERING-PLOUGH               ,35319,"LIVIAL - 2,5MG CX 28 COMP",7897572001589,1,4,1,1,3,2,5,7,3,2,2,2,1,3,3,2,1,3,3,2,3,4,2,4,3,6,2,5,6,7,6,6,9,5,6,5,7,6,6,6,7,11,5,6,4,5,4,5,6,6,7,6,8,11,6,9,8,4,5,8,6
TARJADO,163,BIOLAB SANUS                  ,219878,"LIVOLON - 1,25MG CX 30 COMP",7896241232255,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,2,1,0,1,0,0,1,1,4,0,2,2,5,3,2,3,3,3,7,8,12,6,3,5,2,5,4,6,3,2,7,10,12,7,2,15,8,9,4,10,6,9
TARJADO,163,BIOLAB SANUS                  ,230756,"LIVOLON - 1,25MG CX 90 COMP",7896241232309,1,1,1,1,1,1,2,1,0,2,0,1,1,1,2,2,0,2,1,2,2,2,0,1,1,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,163,BIOLAB SANUS                  ,215112,"LIVOLON - 2,5MG CX 30 COMP",7896241232637,4,3,0,1,3,0,1,2,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0,3,1,1,0,1,1,1,2,1,2,1,6,3,3,2,4,0,2,2,4,3,1,1,12,10,8,7,7,7,9,8,8,5,7,5
SEM TARJA,227,GALDERMA                      ,205491,"LOCERYL - 5% ESMALTE FR 2,5ML",7897930760424,3,2,4,8,6,4,5,4,6,2,1,5,0,7,8,8,3,11,19,12,10,15,15,9,7,9,5,9,13,3,6,2,5,4,3,4,6,6,5,4,4,2,5,2,3,3,5,7,3,1,3,4,5,4,1,1,3,1,5,3,3
TARJADO,148,PFIZER                        ,35599,LONITEN - 10MG BL 30 COMP,7891268104615,2,1,1,2,2,0,0,0,0,1,0,0,0,2,4,2,0,4,4,2,3,2,3,3,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TARJADO,12,APSEN                         ,223008,LONIUM - 40MG CX 30 COMP,7896637023443,2,0,3,1,2,0,0,2,1,0,2,0,1,3,4,2,3,6,1,2,3,2,1,3,3,5,6,5,9,3,6,4,4,2,3,3,3,5,3,5,4,4,3,3,1,5,4,5,7,6,4,8,5,4,3,3,8,6,4,5,3
SEM TARJA,71,FARMASA                       ,236111,LORALERG - 10MG CX 10 COMP,7897322704418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,3,5,2,2,0,1,1,0,1,0,0,0,0,2,1,0,2,1,0,0,1,4,0,1,1,2,0,0,1,1,2,0,1
GENERICOS,30,BIOSINTETICA,215766,LORATADINA - 10MG CX 12 COMP,7896181906322,2,24,23,27,1,0,18,17,14,13,15,11,12,23,17,20,10,27,24,16,22,16,25,12,15,15,22,15,23,16,21,21,25,25,23,24,14,15,19,21,23,23,14,22,15,19,17,23,26,2,3,4,5,2,5,3,4,2,5,14,10
GENERICOS,466,EMS GENÉRICO                    ,213789,LORATADINA - 1MG/ML XPE FR 100ML,7896004703251,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,2,0,2,0,1,0,0,1,0,0,3,1,0,3,0,2,1,2,1,2,1,1,1,0,1,0,1,0,0,0,0,1,2,0,1,1,1,2,0,2,0,1,0
GENERICOS,314,MEDLEY                        ,212647,LORATADINA - XPE FR 100ML+CM,7896422504843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,2,0,1,1,2,0,1,3,3,2,2,4,0,0,0,0,2,2,1,3,1,0,2,2,1,2,0,2,2,5,1,0,0,0,0,0
GENERICOS,466,EMS GENÉRICO                    ,218065,LORATADINA+PSEUDOEFEDRINA - 1+12MG XPE FR 60ML,7896004705095,1,2,0,0,2,0,1,1,0,0,0,0,0,0,0,2,0,4,6,2,10,3,6,0,1,2,2,2,6,11,4,1,6,4,3,1,0,4,2,2,4,7,13,10,5,2,4,1,3,0,4,3,2,10,8,8,6,4,3,2,0
GENERICOS,30,BIOSINTETICA,222825,LORATADINA+SULFATO DE PSEUDOEFEDRINA - 1+12MG XPE FR 60ML+CM,7896181911012,2,1,0,2,1,1,4,2,0,1,0,0,0,2,0,2,1,1,0,0,3,0,4,0,2,4,1,5,3,5,6,0,2,1,1,0,2,0,0,2,1,3,1,8,4,2,1,6,3,0,0,0,0,0,0,0,0,0,0,0,1
GENERICOS,314,MEDLEY                        ,221522,LORATADINA+SULFATO DE PSEUDOEFEDRINA - 1+12MG XPE FR 60ML+DOS,7896422508124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,5,1,0,5,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
GENERICOS,30,BIOSINTETICA,222824,LORATADINA-1MG XPE FR 100ML+CM,7896181911128,2,2,3,1,3,0,4,4,2,2,0,0,2,0,0,1,0,5,4,2,4,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,189,WYETH                         ,222276,LORAX - 1MG CX 30 COMP,7891045008396,4,6,1,7,3,1,9,6,3,11,2,0,3,15,7,8,2,13,10,6,13,10,15,7,7,2,12,20,4,8,11,10,4,5,6,13,10,7,4,7,20,10,9,11,13,9,10,8,12,10,13,13,11,13,19,16,13,12,7,11,9
PSICOTROPICO,189,WYETH                         ,222277,LORAX - 2MG CX 30 COMP,7891045008402,8,15,11,9,3,2,8,15,3,3,0,8,8,2,15,13,6,1,15,12,9,17,21,2,10,33,15,13,16,29,12,20,23,9,17,13,24,22,19,17,13,19,23,23,8,27,27,10,13,34,24,35,27,25,29,14,33,10,22,21,26
PSICOTROPICO,314,MEDLEY                        ,219762,LORAZEPAM - 1MG CX 20 COMP,7896422507240,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,5,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,2,0,2,4,3,0,3
PSICOTROPICO,314,MEDLEY                        ,219763,LORAZEPAM - 2MG CX 20 COMP,7896422507257,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,2,0,2,0,0,0,0,0,9,0,6,9,6,6,13,6,8,5,3,0,2,8,6,5,9,3,0,3,5,9,5,15,5,3,6,5,0,3,0,8,2,4,6
TARJADO,308,ARESE                   ,211158,LOREMIX D - 12MG XPE FR 60ML,7896317901665,2,1,0,3,6,2,5,3,3,5,3,3,4,1,2,1,1,4,0,0,1,1,0,1,2,0,0,0,1,2,2,2,3,3,2,3,5,0,0,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,308,ARESE                   ,211157,LOREMIX D - 5+120MG CX 12 COMP,7896317901528,6,2,0,4,2,2,6,6,4,0,2,3,6,2,4,0,1,11,10,7,7,4,3,2,2,0,2,4,7,18,4,8,10,0,6,1,6,2,4,1,2,6,3,3,2,4,4,2,3,0,0,0,0,0,0,0,0,0,2,1,1
GENERICOS,466,EMS GENÉRICO                    ,227585,LOSARTANA POTASSICA - 100MG CX 30 COMP REV,7896004722870,2,3,1,0,0,0,0,1,0,1,2,2,0,2,2,4,0,1,1,3,1,1,1,3,1,2,3,3,1,0,1,2,4,2,2,2,5,2,5,3,6,4,3,7,2,6,4,5,3,0,0,0,0,0,0,2,5,5,4,5,5
GENERICOS,99,EUROFARMA                     ,221693,LOSARTANA POTASSICA - 50MG CX 30 COMP,7891317427542,1,2,11,5,8,0,0,4,6,9,3,1,0,6,5,3,1,1,3,4,3,2,5,5,7,6,4,7,7,3,5,5,5,4,4,3,4,1,3,3,4,0,2,10,3,2,4,2,8,4,9,8,5,5,3,8,7,5,3,2,0
GENERICOS,314,MEDLEY                        ,219497,LOSARTANA POTASSICA - 50MG CX 30 COMP,7896422507738,0,6,4,0,0,0,0,5,3,2,3,8,4,14,8,10,5,11,2,5,2,1,6,3,3,9,8,13,17,6,10,14,13,13,13,9,9,14,11,11,12,14,17,20,13,13,18,18,9,22,18,15,19,32,23,16,18,14,18,20,16
GENERICOS,30,BIOSINTETICA,232565,LOSARTANA POTASSICA - 50MG CX 30 COMP REV,7896181915638,13,2,9,5,9,0,0,5,1,2,1,4,9,7,9,7,2,7,6,6,7,14,7,8,3,4,0,4,8,6,7,4,6,7,5,11,6,2,7,3,6,4,2,5,2,3,4,3,3,0,0,0,0,0,0,0,0,3,0,2,3
GENERICOS,314,MEDLEY                        ,219498,LOSARTANA POTASSICA - 50MG CX 60 COMP,7896422507752,11,3,8,8,6,1,8,3,6,4,3,1,2,9,12,11,5,9,4,9,11,10,11,3,11,8,9,10,10,7,13,11,17,6,10,11,6,11,16,14,20,7,9,13,8,8,6,5,17,9,21,11,9,14,15,13,18,13,9,5,15
GENERICOS,99,EUROFARMA                     ,233917,LOSARTANA POTASSICA - 50MG CX 60 COMP REV,7891317463229,0,4,0,0,0,0,0,2,8,0,1,2,6,0,0,4,0,2,3,3,2,5,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENERICOS,466,EMS GENÉRICO                    ,223694,LOSARTANA POTASSICA+HIDROCLOROTIAZIDA - 100+25MG CX 30 COMP REV,7896004713915,1,3,4,4,4,0,2,2,3,1,7,2,5,1,0,1,0,1,1,0,1,0,0,2,2,8,1,1,3,2,0,3,4,1,2,4,0,12,10,3,3,11,4,5,8,7,4,4,7,11,12,8,3,5,3,4,3,4,9,6,9
GENERICOS,314,MEDLEY                        ,230451,LOSARTANA POTASSICA+HIDROCLOROTIAZIDA - 100+25MG CX 60 COMP,7896422509572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,1,1,1,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GENERICOS,314,MEDLEY                        ,230448,"LOSARTANA POTASSICA+HIDROCLOROTIAZIDA - 50+12,5MG CX 30 COMP",7896422509589,0,0,0,0,0,0,0,0,0,1,5,4,4,9,3,3,1,2,0,1,3,1,3,0,0,0,1,2,5,6,4,3,8,9,6,7,3,0,2,0,0,0,0,1,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
GENERICOS,314,MEDLEY                        ,230449,"LOSARTANA POTASSICA+HIDROCLOROTIAZIDA - 50+12,5MG CX 60 COMP",7896422509596,10,2,3,3,4,1,4,5,1,0,0,0,0,3,2,1,1,2,2,1,1,3,4,0,6,6,0,2,0,1,1,2,2,3,2,1,0,2,0,0,0,2,0,3,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,123,MARJAN                        ,212613,LOSARTEC - 25MG CX 30 COMP,7896226102061,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,3,0,4,0,0,2,1,2,0,1,0,1,2,1,1,1,1,1,2,2,4,1,3,1,4,2,5,1,3,1,0,3,1,0,1,0
TARJADO,126,MERCK                         ,224911,LOSARTION - 50MG CX 30 COMP REV,7891721013362,1,1,0,1,0,0,0,0,0,0,0,0,0,4,0,2,0,1,2,1,2,3,2,1,0,2,1,1,2,3,1,2,1,3,2,8,0,5,5,6,3,4,1,3,4,3,1,4,1,15,15,9,13,6,9,5,10,4,6,2,0
TARJADO,313,ASTRAZENECA                   ,210367,LOSEC MUPS - 10MG CX 14 COMP,7896206401351,1,0,0,1,2,0,0,0,0,0,1,1,0,1,0,2,0,2,1,0,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,6,2,4,1,4,3,5,2,2,2,2,0
TARJADO,30,BIOSINTETICA,220091,LOTAR - 5+100MG CX 30 CAP,7896181908890,5,2,1,0,1,1,4,3,0,3,7,1,1,4,5,2,1,3,4,0,2,1,3,1,2,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,30,BIOSINTETICA,228065,LOTAR - 5+50MG CX 30 CAP,7896181915072,0,5,1,1,5,0,2,4,2,2,3,1,4,0,0,1,0,1,2,2,3,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
TARJADO,319,NOVARTIS                      ,205550,LOTENSIN - 10MG FR 30 COMP,7896261000872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,3,2,1,2,0,1,2,0,1,3,0,0,0,0,2,0,1,0,2,0,1,1,2,0,0,1,1,1,0,1,1,1,0,1,0
TARJADO,319,NOVARTIS                      ,205548,LOTENSIN - 5MG FR 30 COMP,7896261000858,1,1,2,2,6,0,3,4,8,2,1,2,3,6,3,5,1,7,0,0,8,4,5,2,4,2,5,2,0,0,9,1,7,2,3,1,7,3,1,5,3,2,4,1,3,3,4,3,2,2,3,1,2,0,1,1,2,3,2,2,3
TARJADO,319,NOVARTIS                      ,206025,"LOTENSIN H - 10+12,5MG CX 30 COMP",7896261000940,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARJADO,163,BIOLAB SANUS                  ,209751,"LOVELLE - 0,25+0,05MG CX 21 COMP REV",7896241265000,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,2,1,0,2,1,1,1,1,1,2,0,1,2,1,2,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0
TARJADO,120,SANKYO                ,229232,LOXONIN - 60MG BL 15 COMP,7897411610941,0,0,0,0,0,0,0,0,1,2,1,0,0,0,2,3,2,1,3,2,4,3,0,0,0,5,3,3,6,2,3,3,1,0,1,2,1,0,2,0,0,0,0,2,2,2,1,2,0,0,0,0,1,1,0,2,1,0,0,1,0
SEM TARJA,71,FARMASA                       ,94234,"LUCRETIN - 40+776,45+182,25MG CX 20ENV X 4G",7897322701912,0,0,0,0,0,0,0,1,0,0,1,0,2,3,2,1,1,1,1,1,1,4,0,0,0,1,2,3,2,0,4,0,2,2,1,1,2,3,2,0,2,1,2,1,2,2,0,0,1,3,5,0,3,0,3,2,2,3,2,1,0
PSICOTROPICO,319,NOVARTIS                      ,35904,LUDIOMIL - 75MG CX 20 COMP,7896261000186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,2,1,1,4,3,1,2,0,3,2,0,0,7,6,6,0,4,4,2,7,3,4,3,0
SEM TARJA,17,B-MS                          ,241518,LUFTAL - 75MG FR GTS 15ML,7896016804915,30,15,18,13,12,4,9,15,12,12,9,14,14,12,8,10,5,9,16,14,16,19,12,17,9,11,15,11,11,6,11,13,18,18,16,13,6,4,8,5,11,12,15,13,18,12,15,10,7,0,0,0,0,0,0,0,0,0,0,0,0
SEM TARJA,17,B-MS                          ,241003,LUFTAL MAX - 125MG CX 10 CAP,7896016804939,12,9,7,9,8,4,9,12,6,14,5,11,9,12,10,8,2,9,10,9,11,8,11,9,7,16,12,11,13,7,5,9,11,9,9,14,6,7,8,5,11,4,8,6,10,4,10,15,4,11,7,13,7,12,13,11,12,3,10,12,10
TARJADO,317,ALLERGAN                      ,212909,"LUMIGAN - 0,03% SOL FR 3ML",7897316804179,3,0,1,0,2,0,0,1,1,0,1,1,1,2,0,1,0,0,2,3,2,1,0,0,1,1,2,0,0,1,0,2,2,0,1,1,1,5,2,2,0,4,1,2,1,3,1,0,0,4,2,5,4,2,2,1,5,2,2,2,1
TARJADO,317,ALLERGAN                      ,232580,LUMIGAN RC - SOL R 3ML,7897316805404,0,5,5,1,0,0,5,5,5,2,7,3,1,2,1,2,2,1,3,2,2,4,4,2,5,3,1,0,1,0,3,1,3,3,2,3,1,2,3,2,4,2,1,3,0,4,2,4,2,0,0,0,0,2,4,1,1,1,2,2,1
PSICOTROPICO,3,ABBOTT                        ,236813,LUVOX - 50MG CX 30 COMP,7896253903013,1,0,1,0,0,0,2,2,0,0,1,3,1,0,0,2,0,1,1,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PSICOTROPICO,148,PFIZER                        ,229971,LYRICA - 150MG CX 28 CAP,7891268116359,6,7,5,6,3,2,2,5,2,1,0,0,0,2,3,2,3,4,3,3,6,2,4,4,1,11,4,2,7,4,2,6,10,2,6,5,4,5,8,0,3,5,0,3,2,2,5,2,0,6,4,1,6,8,9,8,5,9,15,6,3
PSICOTROPICO,148,PFIZER                        ,229972,LYRICA - 75MG CX 14 CAP,7891268116243,7,1,1,2,1,0,2,1,0,1,1,1,1,4,0,4,4,7,0,4,1,2,2,0,2,7,4,8,9,6,5,4,4,2,3,3,3,3,2,8,1,5,3,2,2,2,3,8,4,3,4,6,4,4,3,2,4,4,2,6,1
PSICOTROPICO,148,PFIZER                        ,229973,LYRICA - 75MG CX 28 CAP,7891268116250,26,7,14,10,11,1,5,12,14,11,8,12,7,18,17,16,8,17,19,21,17,15,23,15,13,16,11,12,15,16,30,28,18,20,22,19,23,27,15,10,20,17,20,23,15,16,29,20,11,12,14,12,19,17,25,25,20,18,17,23,15
TARJADO,108,SCHERING-PLOUGH               ,221473,MACRODANTINA - 100MG CX 28 ACP,7891142165770,7,11,14,6,17,2,9,11,13,11,11,14,11,24,24,25,17,17,16,26,24,33,29,4,17,19,20,12,30,13,10,35,22,11,22,18,32,9,18,25,27,12,18,29,20,17,17,22,14,20,38,52,40,36,42,34,19,18,22,23,19
SEM TARJA,483,MYRALIS PHARMA                ,240196,"MAGNALIV - 130+2,5+1MG FR 30 COMP",7898430191015,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,1,3,2,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEM TARJA,123,MARJAN                        ,230406,MAGNEN B6 - CX 30 COMP REV,7896226102955,0,12,10,8,11,4,11,9,10,12,21,5,10,15,16,8,13,10,8,16,8,9,15,9,9,5,7,6,11,13,6,18,8,15,13,20,6,6,18,7,8,10,13,8,12,8,12,11,2,5,6,7,2,3,6,9,5,11,13,9,10
SEM TARJA,10,WYETH CONSUMER                ,34240,MAGNESIA BISURADA - CX 40 PAST,7891045035040,2,2,5,2,3,1,4,1,3,1,3,2,2,4,5,4,2,5,1,1,0,2,3,2,4,5,2,3,2,5,2,4,8,4,5,1,3,2,3,3,3,6,5,2,1,4,2,2,1,0,0,9,2,1,3,3,1,2,2,2,3
SEM TARJA,10,WYETH CONSUMER                ,225653,MAGNESIA BISURADA (FRAÇÃO) - 10 PAST,7891045039987,28,5,15,18,9,6,14,19,11,16,10,12,9,18,9,23,8,17,22,13,24,12,18,8,13,16,9,10,14,11,25,21,24,12,19,13,23,14,12,10,15,9,10,10,13,11,11,19,9,0,0,0,0,0,0,0,0,2,10,29,9
SEM TARJA,71,FARMASA                       ,34347,MAGNOPYROL - 300MG CX 5 SUP,7897322701509,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,1,2,0,1,1,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
